budget,id,popularity,release_date,revenue,title,vote_average,vote_count,actor,director,return,release_year,tag
0,27453,1.821956,2006-05-12,0.0,Sketches of Frank Gehry,6.3,9.0,"['Frank O. Gehry', 'Sydney Pollack', 'Philip Johnson', 'Michael Eisner']",Sydney Pollack,0.0,2006-01-01,First foremost Frank Gehry artist Described young child golden hand Frank begin creation sketch Forming thought substantive sculpture marriage art architechure brought life Join director Sydney Pollack journey world work important architect Age 'Documentary 'FrankO.Gehry 'SydneyPollack 'PhilipJohnson 'MichaelEisner 'SydneyPollack
0,49940,1.371217,1999-02-19,0.0,Breaking Out,5.0,11.0,"['Björn Kjellman', 'Peter Haber', 'Viveka Seldahl', 'Thomas Hanzon']",Daniel Lind Lagerlöf,0.0,1999-01-01,The enthusiastic Reine forced take job social worker Kumla prison 'Comedy 'Drama 'BjörnKjellman 'PeterHaber 'VivekaSeldahl 'ThomasHanzon 'DanielLindLagerlöf
0,22471,1.103116,1994-10-28,0.0,Yrrol,6.5,17.0,"['Suzanne Reuter', 'Ulla Skoog', 'Peter Dalle', 'Claes Månsson']",Peter Dalle,0.0,1994-01-01,Yrrol Enormously Well Thought Out Movie Sketch comedynan 'Comedy 'SuzanneReuter 'UllaSkoog 'PeterDalle 'ClaesMånsson 'PeterDalle
6500000,1116,6.752524,2006-06-23,22889018.0,The Wind That Shakes the Barley,7.1,155.0,"['Cillian Murphy', 'Pádraic Delaney', 'Liam Cunningham', 'Orla Fitzgerald']",Ken Loach,3.5213873846153847,2006-01-01,1920s Ireland young doctor Damien O'Donovan prepares depart new job London hospital say goodbye friend farm British Black Tans arrive young man killed Damien join brother Teddy Irish Republican Army political event soon set motion tear brother apart 'Drama 'History 'War 'CillianMurphy 'PádraicDelaney 'LiamCunningham 'OrlaFitzgerald 'KenLoach
0,41508,5.824746,2005-02-10,0.0,Fateless,6.7,29.0,"['Marcell Nagy', 'Béla Dóra', 'Bálint Péntek', 'Áron Dimény']",Lajos Koltai,0.0,2005-01-01,Hungarian youth come age Buchenwald World War György Köves son merchant sent forced labor camp After father departure György get job brickyard bus stopped Jewish occupant sent camp There György find camaraderie suffering cruelty illness death hears advice preserving one dignity self-esteem discovers hatred survive return Budapest find What natural Jew Sepia black white color alternate shade mood.You close eye You turn away But never forget 'War 'Drama 'MarcellNagy 'BélaDóra 'BálintPéntek 'ÁronDimény 'LajosKoltai
0,5072,9.632547,2006-05-19,0.0,Severance,6.4,169.0,"['Danny Dyer', 'Laura Harris', 'Toby Stephens', 'Tim McInnerny']",Christopher Smith,0.0,2006-01-01,Members Danny Dyer Laura Harris Tim McInnerny Palisades Defense Corp. sale group arrive Europe team-building exercise fallen tree block route must hike destination However psychotic killer lurks wood horrible fate mind co-workers.The Company Making Cutbacks 'Horror 'Comedy 'Thriller 'DannyDyer 'LauraHarris 'TobyStephens 'TimMcInnerny 'ChristopherSmith
0,2566,3.333665,2005-05-16,0.0,Time to Leave,7.1,30.0,"['Melvil Poupaud', 'Jeanne Moreau', 'Valeria Bruni Tedeschi', 'Daniel Duval']",François Ozon,0.0,2005-01-01,Romain photographer learns malignancy may kill within month Decisions treatment work tell lover family remembers sea child stare mirror cruel facing death push people away point visit grandmother tell way chat briefly waitress look old photo visit childhood tree house take picture Returning grandmother stop food see waitress Jany She make request return empty flat lover left Can Jany proposition give way move past self-pity nan 'Drama 'MelvilPoupaud 'JeanneMoreau 'ValeriaBruniTedeschi 'DanielDuval 'FrançoisOzon
0,1249,7.464981,2006-08-31,16803753.0,Hollywoodland,6.1,101.0,"['Adrien Brody', 'Diane Lane', 'Ben Affleck', 'Bob Hoskins']",Allen Coulter,0.0,2006-01-01,The complicated life controversial suicide George Reeves investigated fictional private detective find reason suspect Reeves may killed The detective also find little George Reeves maybe us.Living Hollywood make famous Dying Hollywood make legend 'Drama 'Thriller 'Crime 'AdrienBrody 'DianeLane 'BenAffleck 'BobHoskins 'AllenCoulter
20000000,9954,12.72212,2006-09-08,37597471.0,The Covenant,5.2,295.0,"['Steven Strait', 'Laura Ramsey', 'Jessica Lucas', 'Taylor Kitsch']",Renny Harlin,1.87987355,2006-01-01,Four young men belong supernatural legacy forced battle fifth power long thought died Another great force must contend jealousy suspicion threatens tear apart.Only power Hell help 'Action 'Adventure 'Fantasy 'Horror 'ScienceFiction 'Thriller 'StevenStrait 'LauraRamsey 'JessicaLucas 'TaylorKitsch 'RennyHarlin
0,171771,0.025665,2013-03-03,0.0,The Scar,0.0,0.0,"['Marc Béland', 'Patrick Goyette', 'Sébastien Leblanc', 'Joëlle Morin']",Jimmy Larouche,0.0,2013-01-01,The Scar draw intense psychological suspense one man confrontation past 'Drama 'MarcBéland 'PatrickGoyette 'SébastienLeblanc 'JoëlleMorin 'JimmyLarouche
20000000,7511,9.996541,2006-09-10,0.0,The Last Kiss,5.9,125.0,"['Zach Braff', 'Jacinda Barrett', 'Casey Affleck', 'Rachel Bilson']",Tony Goldwyn,0.0,2006-01-01,Revolves around young couple friend struggling adulthood issue relationship commitment Based 2001 Italian film L'ultimo bacio directed Gabriele Muccino.We make choice What 'Comedy 'Drama 'Romance 'ZachBraff 'JacindaBarrett 'CaseyAffleck 'RachelBilson 'TonyGoldwyn
0,32687,1.129631,2005-01-01,0.0,Gabrielle,6.0,7.0,"['Isabelle Huppert', 'Pascal Greggory', 'Claudia Coli', 'Thierry Hancisse']",Patrice Chéreau,0.0,2005-01-01,seemingly ideal marriage thrown embarrassing turmoil Patrice Chéreau period drama based short story The Return Joseph Conrad 'Action 'Comedy 'Drama 'Foreign 'Romance 'Thriller 'IsabelleHuppert 'PascalGreggory 'ClaudiaColi 'ThierryHancisse 'PatriceChéreau
9000000,14057,10.184628,2005-09-01,0.0,Trust the Man,5.5,29.0,"['David Duchovny', 'Julianne Moore', 'Billy Crudup', 'Maggie Gyllenhaal']",Bart Freundlich,0.0,2005-01-01,Overachieving actress Rebecca Moore must come grip failing marriage stay-at-home dad Tom Duchovny While Rebecca slacker brother Tobey Billy Crudup n't seem commit aspiring-novelist girlfriend Elaine Maggie Gyllenhaal relationship spin control two couple embark quest rediscover magic romance falling love New York.Men play game Women know score 'Comedy 'Drama 'Romance 'DavidDuchovny 'JulianneMoore 'BillyCrudup 'MaggieGyllenhaal 'BartFreundlich
2000000,13075,3.319349,2006-09-08,622806.0,Sherrybaby,6.3,43.0,"['Maggie Gyllenhaal', 'Michelle Hurst', 'Sandra Rodríguez', 'Danny Trejo']",Laurie Collyer,0.311403,2006-01-01,After serving time prison former drug addict Sherry Swanson return home reclaim young daughter family member raising child Sherry family especially sister-in-law doubt Sherry ability good mother Sherry find resolve stay clean slowly weakening.No one make alone 'Drama 'MaggieGyllenhaal 'MichelleHurst 'SandraRodríguez 'DannyTrejo 'LaurieCollyer
0,24916,0.870092,1998-06-11,0.0,Bio Zombie,6.0,15.0,"['Jordan Chan', 'Emotion Cheung', 'Sam Lee', 'Yiu-Cheung Lai']",Wilson Yip,0.0,1998-01-01,soft drink tainted bio-chemicals power turn people flesh-eating zombies 'Horror 'Comedy 'Foreign 'JordanChan 'EmotionCheung 'SamLee 'Yiu-CheungLai 'WilsonYip
30000000,7512,12.130803,2006-09-01,495303.0,Idiocracy,6.3,681.0,"['Luke Wilson', 'Maya Rudolph', 'Dax Shepard', 'Terry Crews']",Mike Judge,0.0165101,2006-01-01,test top-secret Human Hibernation Project Pentagon pick average Americans find Army private prostitute sends year 2505 series freak event But arrive find civilization dumbed-down 're smartest people around.In future intelligence extinct 'Adventure 'Comedy 'ScienceFiction 'LukeWilson 'MayaRudolph 'DaxShepard 'TerryCrews 'MikeJudge
0,1776,4.886956,2006-09-15,0.0,Jesus Camp,6.6,119.0,"['Becky Fischer', 'Mike Papantonio', 'Ted Haggard', 'Lou Engle']",Heidi Ewing,0.0,2006-01-01,growing number Evangelical Christians believe revival underway America requires Christian youth assume leadership role advocating cause religious movement Jesus Camp follows child Christian summer camp hone prophetic gift schooled take back America Christ The film first-ever look intense training ground recruit born-again Christian child become active part America political future.America born 'Documentary 'BeckyFischer 'MikePapantonio 'TedHaggard 'LouEngle 'HeidiEwing
10,1963,2.717261,2005-05-12,0.0,The Bow,6.7,49.0,"['Seo Ji-Seok', 'Jeon Kuk-hwan', 'Seong-hwang Jeon', 'Han Yeo-reum']",Kim Ki-duk,0.0,2005-01-01,fishing boat sea 60-year old man raising girl since child agreed get married 17th birthday They live quiet secluded life renting boat day fisherman practicing strange divination rite Their life change teenage student come aboard 'Drama 'Romance 'SeoJi-Seok 'JeonKuk-hwan 'Seong-hwangJeon 'HanYeo-reum 'KimKi-duk
35000000,10846,5.524817,2005-10-14,0.0,The Tiger and the Snow,6.9,110.0,"['Roberto Benigni', 'Nicoletta Braschi', 'Tom Waits', 'Emilia Fox']",Roberto Benigni,0.0,2005-01-01,Love injury time war Attilio Giovanni teach poetry Italy romantic soul woman love But love Vittoria love unrequited Every night dream marrying boxer short t-shirt Tom Waits sings Vittoria travel Iraq friend Fuad poet second Gulf War break Vittoria injured Attilio must get side war rage around must find medical care need war love conquer love-struck Italian poet stuck Iraq onset American invasion 'Comedy 'Drama 'Romance 'RobertoBenigni 'NicolettaBraschi 'TomWaits 'EmiliaFox 'RobertoBenigni
35000000,1381,11.577121,2006-09-06,15304890.0,The Fountain,6.8,852.0,"['Hugh Jackman', 'Rachel Weisz', 'Ellen Burstyn', 'Mark Margolis']",Darren Aronofsky,0.4372825714285714,2006-01-01,Spanning one thousand year three parallel story The Fountain story love death spirituality fragility existence world.Death road awe 'Drama 'Adventure 'ScienceFiction 'Romance 'HughJackman 'RachelWeisz 'EllenBurstyn 'MarkMargolis 'DarrenAronofsky
0,15097,7.985398,1994-03-09,0.0,Fear City: A Family-Style Comedy,7.7,193.0,"['Chantal Lauby', 'Alain Chabat', 'Dominique Farrugia', 'Gérard Darmon']",Alain Berbérian,0.0,1994-01-01,second-class horror movie shown Cannes Film Festival screening projectionist killed mysterious fellow hammer sickle happens film shown 'Comedy 'ChantalLauby 'AlainChabat 'DominiqueFarrugia 'GérardDarmon 'AlainBerbérian
0,34068,2.499591,1997-04-30,0.0,Assassin(s),6.3,16.0,"['Michel Serrault', 'Mathieu Kassovitz', 'Mehdi Benoufa', 'Robert Gendreu']",Mathieu Kassovitz,0.0,1997-01-01,Old professional killer Wagner seek someone teach know long already dying chooses Max young passionless thief successor 'Drama 'Crime 'MichelSerrault 'MathieuKassovitz 'MehdiBenoufa 'RobertGendreu 'MathieuKassovitz
0,125759,0.053375,1998-06-09,0.0,A Soldier's Sweetheart,7.0,1.0,"['Kiefer Sutherland', 'Skeet Ulrich', 'Georgina Cates', 'Daniel London']",Thomas Michael Donnelly,0.0,1998-01-01,Army medic brings girlfriend stay way Vietnam outpost 1967 woman disappears one day begin searching her 'TVMovie 'War 'Drama 'KieferSutherland 'SkeetUlrich 'GeorginaCates 'DanielLondon 'ThomasMichaelDonnelly
6000000,300,10.603991,2006-02-11,9524340.0,The Science of Sleep,6.8,253.0,"['Gael García Bernal', 'Charlotte Gainsbourg', 'Miou-Miou', 'Alain Chabat']",Michel Gondry,1.58739,2006-01-01,man entranced dream imagination lovestruck French woman feel show world.Close eye Open heart 'Comedy 'Drama 'Fantasy 'GaelGarcíaBernal 'CharlotteGainsbourg 'Miou-Miou 'AlainChabat 'MichelGondry
1549000,16411,4.331811,2005-05-12,7096000.0,Initial D,6.3,46.0,"['Jay Chou', 'Jordan Chan', 'Shawn Yue', 'Anthony Wong']",Andrew Lau,4.581020012911556,2005-01-01,After winning first competition Takumi focus attention drift racing sport unknowingly perfected delivering tofu father Toyota AE86 'Action 'Crime 'Thriller 'Drama 'JayChou 'JordanChan 'ShawnYue 'AnthonyWong 'AndrewLau
4000000,44046,2.045542,1998-01-17,0.0,Wicked,5.3,16.0,"['Julia Stiles', 'William R. Moses', 'Patrick Muldoon', 'Vanessa Zima']",Michael Steinberg,0.0,1998-01-01,cul-de-sac oppressive suburb becomes literal dead end wife mother Karen Christianson Chelsea Field brutally murdered home wake event Karen teenage daughter Ellie Julia Stiles begin exhibit bizarre behavior slowly acquires mother demeanor mannerism Meanwhile Karen husband Ben William Moses nurture less-than-innocent interest family sultry live-in nanny Lena Louise Myrback .Evil never looked good 'Thriller 'JuliaStiles 'WilliamR.Moses 'PatrickMuldoon 'VanessaZima 'MichaelSteinberg
50000000,9676,6.506572,2006-09-15,49111202.0,The Black Dahlia,5.7,292.0,"['Josh Hartnett', 'Scarlett Johansson', 'Aaron Eckhart', 'Hilary Swank']",Brian De Palma,0.98222404,2006-01-01,Lee Blanchard Bucky Bleichert former boxers-turned-cops 1940s Los Angeles aspiring young actress turn dead Blanchard Bleichert must grapple corruption narcissism stag film family madness pursue killer.Inspired notorious unsolved murder California history 'Drama 'JoshHartnett 'ScarlettJohansson 'AaronEckhart 'HilarySwank 'BrianDePalma
0,6948,3.601261,2006-09-25,0.0,The Woods,5.6,63.0,"['Agnes Bruckner', 'Patricia Clarkson', 'Rachel Nichols', 'Lauren Birkell']",Lucky McKee,0.0,2006-01-01,Set 1965 New England troubled girl encounter mysterious happening wood surrounding isolated girl school sent estranged parents.Every high school secret ... 'Mystery 'Horror 'Thriller 'AgnesBruckner 'PatriciaClarkson 'RachelNichols 'LaurenBirkell 'LuckyMcKee
0,15213,5.787334,2006-09-15,16627188.0,Everyone's Hero,5.9,55.0,"['William H. Macy', 'Rob Reiner', 'Brian Dennehy', 'Ritchie Allen']",Christopher Reeve,0.0,2006-01-01,Everyone Hero heartwarming story young boy journey help Babe Ruth New York Yankees win World Series.No matter life take always keep swinging 'Action 'Adventure 'Animation 'Comedy 'Drama 'Family 'WilliamH.Macy 'RobReiner 'BrianDennehy 'RitchieAllen 'ChristopherReeve
30000000,9766,5.025475,2006-09-15,41480851.0,Gridiron Gang,6.6,210.0,"['Dwayne Johnson', 'Xzibit', 'L. Scott Caldwell', 'Leon Rippy']",Phil Joanou,1.3826950333333334,2006-01-01,Teenagers juvenile detention center leadership counselor gain self-esteem playing football together.One goal second chance 'Action 'Adventure 'Crime 'Drama 'DwayneJohnson 'Xzibit L.ScottCaldwell 'LeonRippy 'PhilJoanou
0,12249,0.692062,2004-01-29,0.0,Aaltra,6.8,22.0,"['Benoît Delépine', 'Gustave de Kervern', 'Michel de Gavre', 'Isabelle Delépine']",Benoît Delépine,0.0,2004-01-01,overview found 'Comedy 'Foreign 'Drama 'BenoîtDelépine 'GustavedeKervern 'MicheldeGavre 'IsabelleDelépine 'BenoîtDelépine
0,390,1.218279,1994-12-16,0.0,Lisbon Story,7.4,17.0,"['Rüdiger Vogler', 'Patrick Bauchau', 'Vasco Sequeira', 'Joel Cunha Ferreira']",Wim Wenders,0.0,1994-01-01,Lisbon Story Wim Wender homage Lisbon film sound engineer obtains mysterous postcard friend moment filming film Lisbon set across Europe find help him 'Drama 'Foreign 'Thriller 'RüdigerVogler 'PatrickBauchau 'VascoSequeira 'JoelCunhaFerreira 'WimWenders
0,1595,1.824186,2004-09-10,0.0,Land of Plenty,5.4,14.0,"['Michelle Williams', 'John Diehl', 'Shaun Toub', 'Burt Young']",Wim Wenders,0.0,2004-01-01,After living abroad Lana return United States find uncle reclusive vagabond psychic wound Vietnam War 'Drama 'History 'War 'MichelleWilliams 'JohnDiehl 'ShaunToub 'BurtYoung 'WimWenders
0,1622,2.753316,2005-05-11,793604.0,Lemming,6.9,27.0,"['Charlotte Gainsbourg', 'Charlotte Rampling', 'André Dussollier', 'Laurent Lucas']",Dominik Moll,0.0,2005-01-01,After death bos wife young engineer face sudden psychological metamorphosis wife seemingly possessed soul deceased ... nan 'Drama 'Thriller 'Mystery 'CharlotteGainsbourg 'CharlotteRampling 'AndréDussollier 'LaurentLucas 'DominikMoll
0,15742,5.141933,2006-08-23,0.0,Taxidermia,6.3,61.0,"['Molnár Piroska', 'Mária Bodor', 'Albert Oláh', 'Sándor Hamar ']",György Pálfi,0.0,2006-01-01,Three generation men including pervert constantly seek new kind satisfaction obese speed eater passionate embalmer.Three story Three generation Three men One bizarre shocking universe 'Drama 'Horror 'Comedy 'MolnárPiroska 'MáriaBodor 'AlbertOláh 'SándorHamar 'GyörgyPálfi
0,161277,0.296731,2003-01-01,0.0,Flight from Death: The Quest for Immortality,0.0,0.0,"['Sam Keen', 'Gabriel Byrne']",,0.0,2003-01-01,Narrated Gabriel Byrne Usual Suspects Vanity Fair Miller Crossing seven-time Best Documentary award-winning film Silver Lake Film Festival Beverly Hills Film Festival comprehensive mind-blowing investigation humankind relationship death ever captured film Hailed many viewer life-transformational film Flight Death uncovers death anxiety possible root cause many behavior psychological spiritual cultural level Following work late cultural anthropologist Ernest Becker Pulitzer Prize-winning book Denial Death documentary explores ongoing research group social psychologist may forever change way look world Over last twenty-five year team researcher conducted 300 laboratory study substantiate Becker claim death anxiety primary motivator human behavior ... nan 'Documentary 'SamKeen 'GabrielByrne
0,43410,0.507051,2004-05-22,0.0,Yuva,6.5,12.0,"['Abhishek Bachchan', 'Ajay Devgn', 'Rani Mukerji', 'Kareena Kapoor']",Mani Ratnam,0.0,2004-01-01,Michael Ajay Devgan Arjun Vivek Oberoi Lallan Abhishek Bachchan three young men Kolkata different ideal objective Michael idealistic youth leader dream better India created youth power Arjun self-centered opportunistic easygoing fellow whose objective immigrate developed country make big money Lallan goon work Prosenjit Chatterjee Puri immoral politician The life three different people become intertwined following murder attempt accident broad daylight Hooghly bridgenan 'Adventure 'Action 'Drama 'Crime 'AbhishekBachchan 'AjayDevgn 'RaniMukerji 'KareenaKapoor 'ManiRatnam
0,1666,3.800868,2006-10-27,0.0,The Bridge,7.0,81.0,"['Eric Geleynse', 'Susan Ginwalla', 'Caroline Pressley', 'Gene Sprague']",Eric Steel,0.0,2006-01-01,The Bridge controversial documentary show people jumping death Golden Gate Bridge San Francisco Director Eric Steel staked year infamous bridge filming suicide The footage compiled along interview family friend witness survivor create disturbing yet intriguing documentary 'Documentary 'EricGeleynse 'SusanGinwalla 'CarolinePressley 'GeneSprague 'EricSteel
0,41758,5.234659,2005-05-28,0.0,Empire Falls,6.4,14.0,"['Ed Harris', 'Philip Seymour Hoffman', 'Helen Hunt', 'Paul Newman']",Fred Schepisi,0.0,2005-01-01,decaying New England town backdrop unique citizen lead unassuming restaurant manager Miles Roby.Every small town big story 'Drama 'Romance 'EdHarris 'PhilipSeymourHoffman 'HelenHunt 'PaulNewman 'FredSchepisi
40000000,1579,7.735233,2006-12-07,120175290.0,Apocalypto,7.3,1252.0,"['Rudy Youngblood', 'Raoul Max Trujillo', 'Gerardo Taracena', 'Iazua Larios']",Mel Gibson,3.00438225,2006-01-01,Set Mayan civilization man idyllic presence brutally disrupted violent invading force taken perilous journey world ruled fear oppression harrowing end awaits Through twist fate spurred power love woman family make desperate break return home ultimately save way life.No one outrun destiny 'Action 'Adventure 'Drama 'Thriller 'RudyYoungblood 'RaoulMaxTrujillo 'GerardoTaracena 'IazuaLarios 'MelGibson
0,119907,0.055173,1993-09-15,0.0,Household Saints,5.0,1.0,"['Tracey Ullman', ""Vincent D'Onofrio"", 'Lili Taylor']",Nancy Savoca,0.0,1993-01-01,chronicle eccentric Italian-American family New York City 1950 Young Teresa dream joing convent objection family 'TraceyUllman VincentD'Onofrio 'LiliTaylor 'NancySavoca
60000000,9664,5.460942,2006-09-22,17800000.0,Flyboys,6.3,274.0,"['James Franco', 'David Ellison', 'Jean Reno', 'Philip Winchester']",Tony Bill,0.2966666666666667,2006-01-01,The adventure Lafayette Escadrille young Americans volunteered French military U.S. entered World War became country first fighter pilots.Inspired true story 'Action 'Adventure 'Drama 'History 'Romance 'War 'JamesFranco 'DavidEllison 'JeanReno 'PhilipWinchester 'TonyBill
11000000,12094,7.915368,2006-09-22,72778712.0,Jackass Number Two,6.4,306.0,"['Johnny Knoxville', 'Bam Margera', 'Steve-O', 'Chris Pontius']",Jeff Tremaine,6.616246545454546,2006-01-01,Jackass Number Two compilation various stunt prank skit essentially plot Chris Pontius Johnny Knoxville Steve-O Bam Margera whole crew return screen raise stake higher ever before.Guess made number two 'Action 'Comedy 'Documentary 'JohnnyKnoxville 'BamMargera 'Steve-O 'ChrisPontius 'JeffTremaine
55000000,1717,7.991168,2006-09-10,9450897.0,All the King's Men,5.7,95.0,"['Sean Penn', 'Jude Law', 'Kate Winslet', 'James Gandolfini']",Steven Zaillian,0.1718344909090909,2006-01-01,The story idealist rise power world Louisiana politics corruption lead ultimate downfall Based the1946 Pulitzer Prize-winning novel written Robert Penn Warren.Some people anything gain power Some anything keep 'Drama 'Thriller 'SeanPenn 'JudeLaw 'KateWinslet 'JamesGandolfini 'StevenZaillian
450000,15624,2.333661,2006-06-07,973525.0,Conversations with Other Women,6.2,38.0,"['Helena Bonham Carter', 'Aaron Eckhart', 'Yury Tsykun', 'Brian Geraghty']",Hans Canosa,2.163388888888889,2006-01-01,Reunited wedding many year former lover feel pull mutual attraction neither willing admit Escaping reception privacy hotel room unnamed pair explore choice past led present.There two side every love story 'Drama 'Romance 'HelenaBonhamCarter 'AaronEckhart 'YuryTsykun 'BrianGeraghty 'HansCanosa
0,15997,8.98856,1994-12-12,0.0,The Land Before Time II: The Great Valley Adventure,6.1,126.0,"['Scott McAfee', 'Candace Hutson', 'Heather Hogan', 'Jeff Bennett']",Roy Allen Smith,0.0,1994-01-01,search adventure safe peaceful valley five dinosaur friend make hideaway From spot two thief action stealing egg one brood They chase manage recover egg without parent noticing process accidentally create opening valley allowing two dreaded Sharptooths Everyone must fight together preserve peaceful way life Written Cynan Reesnan 'Animation 'Family 'Adventure 'ScottMcAfee 'CandaceHutson 'HeatherHogan 'JeffBennett 'RoyAllenSmith
18000000,496,8.278336,2006-11-01,261572744.0,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.5,1617.0,"['Sacha Baron Cohen', 'Ken Davitian', 'Luenell', 'Pamela Anderson']",Larry Charles,14.531819111111112,2006-01-01,Kazakh journalist Borat Sagdiyev travel America make documentary zigzag across nation Borat meet real people real situation hysterical consequence His backwards behavior generates strong reaction around exposing prejudice hypocrisy American culture.Come Kazakhstan nice 'Comedy 'SachaBaronCohen 'KenDavitian 'Luenell 'PamelaAnderson 'LarryCharles
0,40862,0.303529,2006-01-01,0.0,Iraq for Sale: The War Profiteers,8.0,6.0,['Shereef Akeel'],Robert Greenwald,0.0,2006-01-01,Documentary portraying action U.S. corporate contractor U.S.-Iraq war Interviews employee former employee company Halliburton CACI KBR suggest government cronyism behind apparent sweetheart deal give contractor enormous freedom profit supplying support material American troop providing little oversight Survivors employee killed discus claim company cared profit welfare worker soldier indicate quality service provided sub-standard severely contradiction comparatively huge profit generated Also depicted unsuccessful attempt filmmaker get company spokesman respond charge made interviewees 'Documentary 'ShereefAkeel 'RobertGreenwald
19000000,1417,26.817754,2006-05-27,83258226.0,Pan's Labyrinth,7.6,3122.0,"['Ivana Baquero', 'Maribel Verdú', 'Sergi López', 'Doug Jones']",Guillermo del Toro,4.382011894736842,2006-01-01,Living tyrannical stepfather new home pregnant mother 10-year-old Ofelia feel alone explores decaying labyrinth guarded mysterious faun claim know destiny wish return real father Ofelia must complete three terrifying tasks.What happens make-believe belief real 'Fantasy 'Drama 'War 'IvanaBaquero 'MaribelVerdú 'SergiLópez 'DougJones 'GuillermodelToro
70000000,4643,10.031817,2006-09-28,55011732.0,The Guardian,6.8,394.0,"['Kevin Costner', 'Ashton Kutcher', 'Sela Ward', 'Melissa Sagemiller']",Andrew Davis,0.7858818857142857,2006-01-01,high school swim champion troubled past enrolls U.S. Coast Guard School legendary rescue swimmer Ben Randall teach hard lesson loss love self-sacrifice.How You Decide Who Lives Who Dies 'Action 'Adventure 'Drama 'KevinCostner 'AshtonKutcher 'SelaWard 'MelissaSagemiller 'AndrewDavis
85000000,7484,11.744242,2006-09-29,197309027.0,Open Season,6.1,676.0,"['Martin Lawrence', 'Ashton Kutcher', 'Gary Sinise', 'Debra Messing']",Jill Culton,2.3212826705882352,2006-01-01,Boog domesticated 900lb Grizzly bear find stranded wood day Open Season Forced rely Elliot fast-talking mule deer two form unlikely friendship must quickly rally forest animal form rag-tag army hunters.One Fur All All Fur One 'Adventure 'Animation 'Family 'MartinLawrence 'AshtonKutcher 'GarySinise 'DebraMessing 'JillCulton
20000000,9842,10.725567,2006-09-29,17807569.0,School for Scoundrels,5.6,112.0,"['Billy Bob Thornton', 'Jon Heder', 'Jacinda Barrett', 'Sarah Silverman']",Todd Phillips,0.89037845,2006-01-01,young guy short luck enrolls class build confidence help win girl dream becomes complicated teacher agenda.Life Game Learn How Play 'Comedy 'Drama 'Romance 'BillyBobThornton 'JonHeder 'JacindaBarrett 'SarahSilverman 'ToddPhillips
0,36249,0.589159,2005-01-01,0.0,Romy and Michele: In the Beginning,4.0,6.0,"['Katherine Heigl', 'Alexandra Breckenridge', 'Kelly Brook', 'Dania Ramirez']",Robin Schiff,0.0,2005-01-01,This time around 1987 new high school graduate Romy Michele desperate get away hometown Tucson ... nan 'Comedy 'KatherineHeigl 'AlexandraBreckenridge 'KellyBrook 'DaniaRamirez 'RobinSchiff
0,27275,2.742702,2004-11-12,0.0,G.O.R.A.,7.4,43.0,"['Cem Yılmaz', 'Rasim Öztekin', 'Özkan Uğur', 'İdil Fırat']",Ömer Faruk Sorak,0.0,2004-01-01,slick young Turk kidnapped extraterrestrial show great humanitarian spirit outwitting evil commander-in-chief planet G.O.R.A 'Adventure 'Comedy 'ScienceFiction 'CemYılmaz 'RasimÖztekin 'ÖzkanUğur 'İdilFırat 'ÖmerFarukSorak
90000000,1422,18.515448,2006-10-05,289847354.0,The Departed,7.9,4455.0,"['Leonardo DiCaprio', 'Matt Damon', 'Jack Nicholson', 'Mark Wahlberg']",Martin Scorsese,3.2205261555555555,2006-01-01,take South Boston Irish Mafia police send one infiltrate underworld realizing syndicate done likewise While undercover cop curry favor mob kingpin career criminal rise police rank But side soon discover mole among them.Lies Betrayal Sacrifice How far take 'Drama 'Thriller 'Crime 'LeonardoDiCaprio 'MattDamon 'JackNicholson 'MarkWahlberg 'MartinScorsese
16000000,10781,10.516112,2006-10-06,0.0,The Texas Chainsaw Massacre: The Beginning,5.9,412.0,"['Jordana Brewster', 'Taylor Handley', 'Diora Baird', 'Matt Bomer']",Jonathan Liebesman,0.0,2006-01-01,Chrissie friend set road trip final fling one shipped Vietnam Along way bikers harass foursome cause accident throw Chrissie vehicle The lawman arrives scene kill one bikers brings Chrissie friend Hewitt homestead young Leatherface learning tool terror.What know fear ... n't even come close 'Horror 'JordanaBrewster 'TaylorHandley 'DioraBaird 'MattBomer 'JonathanLiebesman
12000000,9794,8.596352,2006-10-06,38368909.0,Employee of the Month,5.4,156.0,"['Dane Cook', 'Jessica Simpson', 'Dax Shepard', 'Andy Dick']",Greg Coolidge,3.197409083333333,2006-01-01,When hears new female employee dig ambitious men store employee month slacker get act together find competition rival ambitious co-worker.A slacker competes repeat winner Employee Month title work 'Comedy 'Romance 'DaneCook 'JessicaSimpson 'DaxShepard 'AndyDick 'GregCoolidge
40000000,9978,8.778999,2006-07-21,23937870.0,Stormbreaker,5.1,219.0,"['Alex Pettyfer', 'Sarah Bolger', 'Ewan McGregor', 'Robbie Coltrane']",Geoffrey Sax,0.59844675,2006-01-01,Alex Rider think normal school boy uncle killed discovers uncle actually spy mission killed Alex recruited Alan Blunt continue mission sent Cornwall investigate new computer system Darrius Sayle created plan give new computer system every school country Mr. Blunt idea Alex must find is.Rule school Save world 'Adventure 'Action 'Family 'AlexPettyfer 'SarahBolger 'EwanMcGregor 'RobbieColtrane 'GeoffreySax
